locus_tag	ftype	length_bp	gene	EC_number	COG	product
AIILHNKI_02323	CDS	414	prfA_1		COG0216	Peptide chain release factor 1
AIILHNKI_02324	CDS	738	prfA_2		COG0216	Peptide chain release factor RF1
AIILHNKI_02325	CDS	828				hypothetical protein
AIILHNKI_02326	CDS	1215	sasA_13	2.7.-.-		Adaptive-response sensory-kinase SasA
AIILHNKI_02327	CDS	207				hypothetical protein
AIILHNKI_02328	CDS	2217	hlyB		COG2274	Alpha-hemolysin translocation ATP-binding protein HlyB
AIILHNKI_02329	CDS	1206				hypothetical protein
AIILHNKI_02330	CDS	405				hypothetical protein
AIILHNKI_02331	CDS	915				hypothetical protein
AIILHNKI_02332	CDS	303				hypothetical protein
AIILHNKI_02333	CDS	288				hypothetical protein
AIILHNKI_02334	CDS	567				hypothetical protein
AIILHNKI_02335	CDS	819				hypothetical protein
AIILHNKI_02336	CDS	432	rpoA_2	2.7.7.6		DNA-directed RNA polymerase subunit alpha
AIILHNKI_02337	CDS	1089				hypothetical protein
AIILHNKI_02338	CDS	345				hypothetical protein
AIILHNKI_02339	CDS	3171	hsdR	3.1.21.3		Type I restriction enzyme EcoR124II R protein
AIILHNKI_02340	CDS	879				hypothetical protein
AIILHNKI_02341	CDS	465				hypothetical protein
AIILHNKI_02342	CDS	285				hypothetical protein
AIILHNKI_02343	CDS	600				hypothetical protein
AIILHNKI_02344	CDS	225				hypothetical protein
AIILHNKI_02345	CDS	231				hypothetical protein
AIILHNKI_02346	CDS	156				hypothetical protein
AIILHNKI_02347	CDS	864				hypothetical protein
AIILHNKI_02348	CDS	144				hypothetical protein
AIILHNKI_02349	CDS	180				hypothetical protein
AIILHNKI_02350	CDS	549	pfkB_1	2.7.1.11	COG0524	ATP-dependent 6-phosphofructokinase
AIILHNKI_02351	CDS	333	RBKS_1	2.7.1.15		Ribokinase
AIILHNKI_02352	CDS	444	pckA_1	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
AIILHNKI_02353	CDS	339	pckA_2	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
AIILHNKI_02354	CDS	1164				hypothetical protein
AIILHNKI_02355	CDS	615				hypothetical protein
AIILHNKI_02356	CDS	744	ispU_1	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
AIILHNKI_02357	CDS	363				hypothetical protein
AIILHNKI_02358	CDS	441	bamA_3			Outer membrane protein assembly factor BamA
AIILHNKI_02359	CDS	216				hypothetical protein
AIILHNKI_02360	CDS	1101	bamA_4		COG4775	Outer membrane protein assembly factor BamA
AIILHNKI_02361	CDS	744	ispU_2	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
AIILHNKI_02362	CDS	615				hypothetical protein
AIILHNKI_02363	CDS	1137				hypothetical protein
AIILHNKI_02364	CDS	1614	pckA_3	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
AIILHNKI_02365	CDS	876	pfkB_2	2.7.1.11	COG0524	ATP-dependent 6-phosphofructokinase
AIILHNKI_02366	CDS	504				hypothetical protein
AIILHNKI_02367	CDS	597				hypothetical protein
AIILHNKI_02368	CDS	960	sacC	3.2.1.80	COG1621	Levanase
AIILHNKI_02369	CDS	555				hypothetical protein
AIILHNKI_02370	CDS	1395	rhaR_6			HTH-type transcriptional activator RhaR
AIILHNKI_02371	CDS	1014				hypothetical protein
AIILHNKI_02372	CDS	870	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
AIILHNKI_02373	CDS	867	menE_2	6.2.1.26		2-succinylbenzoate--CoA ligase
AIILHNKI_02374	CDS	582	hppE	1.11.1.23		(S)-2-hydroxypropylphosphonic acid epoxidase
AIILHNKI_02375	CDS	918	panS		COG0385	Pantothenate precursors transporter PanS
AIILHNKI_02376	CDS	570				hypothetical protein
AIILHNKI_02377	CDS	102				hypothetical protein
AIILHNKI_02378	CDS	741				hypothetical protein
AIILHNKI_02379	CDS	873	spoVK		COG0464	Stage V sporulation protein K
AIILHNKI_02380	CDS	564				hypothetical protein
AIILHNKI_02381	CDS	1446				hypothetical protein
AIILHNKI_02382	CDS	255				hypothetical protein
AIILHNKI_02383	CDS	288				hypothetical protein
AIILHNKI_02384	CDS	522	msrAB			Peptide methionine sulfoxide reductase MsrA/MsrB
AIILHNKI_02385	CDS	2529				hypothetical protein
AIILHNKI_02386	tRNA	76				tRNA-Pro(tgg)
AIILHNKI_02387	CDS	1188	bioF	2.3.1.47		8-amino-7-oxononanoate synthase
AIILHNKI_02388	CDS	1008	yegS	2.7.1.-		lipid kinase YegS
AIILHNKI_02389	tRNA	73				tRNA-Cys(gca)
AIILHNKI_02390	CDS	393				hypothetical protein
AIILHNKI_02391	CDS	363				hypothetical protein
AIILHNKI_02392	CDS	549				hypothetical protein
AIILHNKI_02393	CDS	1077				hypothetical protein
AIILHNKI_02394	CDS	960		1.-.-.-		Oxidoreductase P35
AIILHNKI_02395	CDS	615				hypothetical protein
AIILHNKI_02396	CDS	1071	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
AIILHNKI_02397	CDS	768	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
AIILHNKI_02398	CDS	849	ybiT_2		COG0488	putative ABC transporter ATP-binding protein YbiT
AIILHNKI_02399	CDS	591	grpE		COG0576	Protein GrpE
AIILHNKI_02400	CDS	933	dnaJ_2		COG0484	Chaperone protein DnaJ
AIILHNKI_02401	CDS	1314	fpgS	6.3.2.17		Folylpolyglutamate synthase
AIILHNKI_02402	CDS	687	mro_1	5.1.3.3	COG2017	Aldose 1-epimerase
AIILHNKI_02403	CDS	225	mro_2	5.1.3.3	COG2017	Aldose 1-epimerase
AIILHNKI_02404	CDS	1278				hypothetical protein
AIILHNKI_02405	CDS	1164	galK_2	2.7.1.6	COG0153	Galactokinase
AIILHNKI_02406	CDS	1179	mro_3	5.1.3.3	COG2017	Aldose 1-epimerase
AIILHNKI_02407	CDS	1746				hypothetical protein
AIILHNKI_02408	CDS	675				hypothetical protein
AIILHNKI_02409	CDS	435	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
AIILHNKI_02410	CDS	1539	araA	5.3.1.4		L-arabinose isomerase
AIILHNKI_02411	CDS	1596	xylB_2	2.7.1.17		Xylulose kinase
AIILHNKI_02412	CDS	1524	abf2	3.2.1.55	COG3534	Intracellular exo-alpha-L-arabinofuranosidase 2
AIILHNKI_02413	CDS	2247		3.2.1.-		Beta-xylosidase
AIILHNKI_02414	CDS	108				hypothetical protein
AIILHNKI_02415	CDS	1410				hypothetical protein
AIILHNKI_02416	CDS	423				Acid shock protein
AIILHNKI_02417	CDS	1200	chuR	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
AIILHNKI_02418	CDS	1656				hypothetical protein
AIILHNKI_02419	CDS	135				hypothetical protein
AIILHNKI_02420	CDS	1143				hypothetical protein
AIILHNKI_02421	CDS	1005				hypothetical protein
AIILHNKI_02422	CDS	966				hypothetical protein
AIILHNKI_02423	CDS	1536				hypothetical protein
AIILHNKI_02424	CDS	354				hypothetical protein
AIILHNKI_02425	CDS	798	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
AIILHNKI_02426	CDS	537	thiE_2	2.5.1.3		Thiamine-phosphate synthase
AIILHNKI_02427	CDS	1134	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
AIILHNKI_02428	CDS	543	ttuC	2.7.7.80	COG0476	Sulfur carrier protein adenylyltransferase
AIILHNKI_02429	CDS	309	moeZ_2		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
AIILHNKI_02430	CDS	858	thiC_1	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
AIILHNKI_02431	CDS	753	thiC_2	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
AIILHNKI_02432	CDS	774	thiG	2.8.1.10	COG2022	Thiazole synthase
AIILHNKI_02433	CDS	621	thiE_3	2.5.1.3	COG0352	Thiamine-phosphate synthase
AIILHNKI_02434	CDS	219	thiS		COG2104	Sulfur carrier protein ThiS
AIILHNKI_02435	CDS	789	mneP		COG0053	Manganese efflux system protein MneP
AIILHNKI_02436	CDS	768	yafV	3.5.1.3		Omega-amidase YafV
AIILHNKI_02437	CDS	243				hypothetical protein
AIILHNKI_02438	CDS	1170	axe1-6A_4		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
AIILHNKI_02439	CDS	1524	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
AIILHNKI_02440	CDS	528	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
AIILHNKI_02441	CDS	633				hypothetical protein
AIILHNKI_02442	CDS	888	rhaR_7			HTH-type transcriptional activator RhaR
AIILHNKI_02443	CDS	2376				hypothetical protein
AIILHNKI_02444	CDS	837	pta_2	2.3.1.8	COG0280	Phosphate acetyltransferase
AIILHNKI_02445	CDS	1071	buk2	2.7.2.7	COG3426	Butyrate kinase 2
AIILHNKI_02446	CDS	1353				hypothetical protein
AIILHNKI_02447	CDS	1353				hypothetical protein
AIILHNKI_02448	CDS	399				hypothetical protein
AIILHNKI_02449	CDS	921				hypothetical protein
AIILHNKI_02450	CDS	180				hypothetical protein
AIILHNKI_02451	CDS	381				hypothetical protein
AIILHNKI_02452	CDS	1224				hypothetical protein
AIILHNKI_02453	CDS	1740				hypothetical protein
AIILHNKI_02454	CDS	459				hypothetical protein
AIILHNKI_02455	CDS	159				hypothetical protein
AIILHNKI_02456	CDS	990				hypothetical protein
AIILHNKI_02457	CDS	363				hypothetical protein
AIILHNKI_02458	CDS	483				hypothetical protein
AIILHNKI_02459	CDS	924				hypothetical protein
AIILHNKI_02460	CDS	228				hypothetical protein
AIILHNKI_02461	CDS	414				TonB-dependent receptor P3
AIILHNKI_02462	CDS	261				hypothetical protein
AIILHNKI_02463	CDS	387				TonB-dependent receptor P3
AIILHNKI_02464	CDS	624				TonB-dependent receptor P3
AIILHNKI_02465	CDS	423				hypothetical protein
AIILHNKI_02466	CDS	1449				hypothetical protein
AIILHNKI_02467	CDS	579				hypothetical protein
AIILHNKI_02468	CDS	300				hypothetical protein
AIILHNKI_02469	CDS	762				hypothetical protein
AIILHNKI_02470	CDS	1578				hypothetical protein
AIILHNKI_02471	CDS	717				hypothetical protein
AIILHNKI_02472	CDS	1599				hypothetical protein
AIILHNKI_02473	CDS	1485				hypothetical protein
AIILHNKI_02474	CDS	657				hypothetical protein
AIILHNKI_02475	CDS	684				hypothetical protein
AIILHNKI_02476	CDS	1020				hypothetical protein
AIILHNKI_02477	CDS	621				hypothetical protein
AIILHNKI_02478	CDS	864	tolB_2			Tol-Pal system protein TolB
AIILHNKI_02479	CDS	1407	tolB_3			Tol-Pal system protein TolB
AIILHNKI_02480	CDS	1005				hypothetical protein
AIILHNKI_02481	CDS	882	ltaE	4.1.2.48		Low specificity L-threonine aldolase
AIILHNKI_02482	CDS	102				hypothetical protein
AIILHNKI_02483	CDS	975				hypothetical protein
AIILHNKI_02484	CDS	1443	axeA1_2	3.1.1.72	COG0657	Acetylxylan esterase
AIILHNKI_02485	CDS	966	argF'	2.1.3.11		N-succinylornithine carbamoyltransferase
AIILHNKI_02486	CDS	2076				hypothetical protein
AIILHNKI_02487	CDS	1242	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
AIILHNKI_02488	CDS	768	proB	2.7.2.11	COG0263	Glutamate 5-kinase
AIILHNKI_02489	CDS	360				hypothetical protein
AIILHNKI_02490	CDS	1068	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
AIILHNKI_02491	CDS	597	acs	6.2.1.1		Acetyl-coenzyme A synthetase
AIILHNKI_02492	CDS	564				hypothetical protein
AIILHNKI_02493	CDS	615				hypothetical protein
AIILHNKI_02494	CDS	780	proC_2	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
AIILHNKI_02495	CDS	1140	lysJ	2.6.1.-	COG4992	[LysW]-aminoadipate semialdehyde transaminase
AIILHNKI_02496	CDS	966	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
AIILHNKI_02497	CDS	1203	argG	6.3.4.5		Argininosuccinate synthase
AIILHNKI_02498	CDS	606				hypothetical protein
AIILHNKI_02499	CDS	477	argR		COG1438	Arginine repressor
AIILHNKI_02500	CDS	603				hypothetical protein
AIILHNKI_02501	rRNA	1525				16S ribosomal RNA
AIILHNKI_02502	tRNA	75				tRNA-Ile(gat)
AIILHNKI_02503	tRNA	75				tRNA-Ala(tgc)
AIILHNKI_02504	rRNA	2890				23S ribosomal RNA
AIILHNKI_02505	rRNA	109				5S ribosomal RNA
AIILHNKI_02506	CDS	408				hypothetical protein
AIILHNKI_02507	CDS	222				hypothetical protein
AIILHNKI_02508	CDS	3150				TonB-dependent receptor P26
AIILHNKI_02509	CDS	1926				hypothetical protein
AIILHNKI_02510	CDS	1131				hypothetical protein
AIILHNKI_02511	CDS	1602				hypothetical protein
AIILHNKI_02512	CDS	2250				hypothetical protein
AIILHNKI_02513	CDS	726				hypothetical protein
AIILHNKI_02514	CDS	1644		2.4.1.161	COG1501	Oligosaccharide 4-alpha-D-glucosyltransferase
AIILHNKI_02515	CDS	489				hypothetical protein
AIILHNKI_02516	CDS	1806				hypothetical protein
AIILHNKI_02517	CDS	1767				hypothetical protein
AIILHNKI_02518	CDS	1578				hypothetical protein
AIILHNKI_02519	CDS	354				hypothetical protein
AIILHNKI_02520	CDS	2289				hypothetical protein
AIILHNKI_02521	CDS	2499				hypothetical protein
AIILHNKI_02522	CDS	939				hypothetical protein
AIILHNKI_02523	CDS	1437	egtB	1.14.99.50		Hercynine oxygenase
AIILHNKI_02524	CDS	765				hypothetical protein
AIILHNKI_02525	CDS	1560				hypothetical protein
AIILHNKI_02526	CDS	1056				hypothetical protein
AIILHNKI_02527	CDS	555				hypothetical protein
AIILHNKI_02528	CDS	2187	priA	3.6.4.-	COG1198	Primosomal protein N'
AIILHNKI_02529	CDS	1485				hypothetical protein
AIILHNKI_02530	CDS	2052	rny_3	3.1.-.-		Ribonuclease Y
AIILHNKI_02531	CDS	1239	gltX_1	6.1.1.17	COG0008	Glutamate--tRNA ligase
AIILHNKI_02532	CDS	336	gltX_2	6.1.1.17	COG0008	Glutamate--tRNA ligase
AIILHNKI_02533	CDS	1272	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
AIILHNKI_02534	CDS	1092	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
AIILHNKI_02535	CDS	528	yrdA		COG0663	Protein YrdA
AIILHNKI_02536	CDS	987	mdh	1.1.1.37	COG0039	Malate dehydrogenase
AIILHNKI_02537	CDS	1776	pepQ	3.4.13.9		Xaa-Pro dipeptidase
AIILHNKI_02538	CDS	447				hypothetical protein
AIILHNKI_02539	CDS	2187				hypothetical protein
AIILHNKI_02540	CDS	1029				IS110 family transposase ISStma4
AIILHNKI_02541	CDS	1188			COG1373	putative protein
AIILHNKI_02542	CDS	528	ihfB_2			Integration host factor subunit beta
AIILHNKI_02543	CDS	102				hypothetical protein
AIILHNKI_02544	CDS	3369	mfd_2	3.6.4.-		Transcription-repair-coupling factor
AIILHNKI_02545	CDS	414				Acid shock protein
AIILHNKI_02546	CDS	828	luxQ_2	2.7.13.3		Autoinducer 2 sensor kinase/phosphatase LuxQ
AIILHNKI_02547	CDS	1269	cntE			Staphylopine export protein
AIILHNKI_02548	CDS	552				hypothetical protein
AIILHNKI_02549	CDS	276				hypothetical protein
AIILHNKI_02550	CDS	1605	glcA		COG1620	Glycolate permease GlcA
AIILHNKI_02551	CDS	3096				hypothetical protein
AIILHNKI_02552	CDS	1572	fumD	3.1.1.87		Fumonisin B1 esterase
AIILHNKI_02553	CDS	921				hypothetical protein
AIILHNKI_02554	CDS	1530				hypothetical protein
AIILHNKI_02555	CDS	1818				hypothetical protein
AIILHNKI_02556	CDS	3228	susC_12			TonB-dependent receptor SusC
AIILHNKI_02557	CDS	2415				hypothetical protein
AIILHNKI_02558	CDS	1164		3.2.1.-		Unsaturated 3S-rhamnoglycuronyl hydrolase
AIILHNKI_02559	CDS	2379		3.2.1.23	COG3250	Beta-galactosidase BoGH2A
AIILHNKI_02560	CDS	1179				hypothetical protein
AIILHNKI_02561	CDS	3138				TonB-dependent receptor P26
AIILHNKI_02562	CDS	840				SusD-like protein P25
AIILHNKI_02563	CDS	1290				hypothetical protein
AIILHNKI_02564	CDS	3234	rcsC_20	2.7.13.3		Sensor histidine kinase RcsC
AIILHNKI_02565	CDS	804				hypothetical protein
AIILHNKI_02566	CDS	1335	yesW_1	4.2.2.23		Rhamnogalacturonan endolyase YesW
AIILHNKI_02567	CDS	651	yesW_2	4.2.2.23		Rhamnogalacturonan endolyase YesW
AIILHNKI_02568	CDS	3297				TonB-dependent receptor P3
AIILHNKI_02569	CDS	2001				hypothetical protein
AIILHNKI_02570	CDS	1296	xylE_2			D-xylose-proton symporter
AIILHNKI_02571	CDS	3300				hypothetical protein
AIILHNKI_02572	CDS	2385	lacZ_5	3.2.1.23		Beta-galactosidase
AIILHNKI_02573	CDS	354				hypothetical protein
AIILHNKI_02574	CDS	870	araC			Arabinose operon regulatory protein
AIILHNKI_02575	CDS	2355				hypothetical protein
AIILHNKI_02576	CDS	576				hypothetical protein
AIILHNKI_02577	CDS	927	hdfR			HTH-type transcriptional regulator HdfR
AIILHNKI_02578	CDS	360				hypothetical protein
AIILHNKI_02579	CDS	201				hypothetical protein
AIILHNKI_02580	CDS	324				hypothetical protein
AIILHNKI_02581	CDS	777				hypothetical protein
AIILHNKI_02582	CDS	171				hypothetical protein
AIILHNKI_02583	CDS	180				hypothetical protein
AIILHNKI_02584	CDS	972	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
AIILHNKI_02585	CDS	1632				hypothetical protein
AIILHNKI_02586	CDS	318	rhaM	5.1.3.32		L-rhamnose mutarotase
AIILHNKI_02587	CDS	2691	lacZ_6	3.2.1.23		Beta-galactosidase
AIILHNKI_02588	CDS	1320				hypothetical protein
AIILHNKI_02589	CDS	1485	rhaB	2.7.1.5	COG1070	L-Rhamnulokinase
AIILHNKI_02590	CDS	720	rhaA_1	5.3.1.14	COG4806	L-rhamnose isomerase
AIILHNKI_02591	CDS	495	rhaA_2	5.3.1.14	COG4806	L-rhamnose isomerase
AIILHNKI_02592	CDS	1332	csbC			putative metabolite transport protein CsbC
AIILHNKI_02593	CDS	834	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
AIILHNKI_02594	CDS	2814				hypothetical protein
AIILHNKI_02595	CDS	2124				hypothetical protein
AIILHNKI_02596	CDS	2193				TonB-dependent receptor P26
AIILHNKI_02597	CDS	891	susC_13			TonB-dependent receptor SusC
AIILHNKI_02598	CDS	2322				hypothetical protein
AIILHNKI_02599	CDS	1707				hypothetical protein
AIILHNKI_02600	CDS	555				hypothetical protein
AIILHNKI_02601	CDS	777	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
AIILHNKI_02602	CDS	639	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
AIILHNKI_02603	CDS	786	trpC			Indole-3-glycerol phosphate synthase
AIILHNKI_02604	CDS	1011	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
AIILHNKI_02605	CDS	564	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
AIILHNKI_02606	CDS	1392	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
AIILHNKI_02607	CDS	588	trpB_2	4.2.1.20	COG0133	Tryptophan synthase beta chain
AIILHNKI_02608	CDS	630	trpB_3	4.2.1.20	COG0133	Tryptophan synthase beta chain
AIILHNKI_02609	CDS	1302	uvrA_2			UvrABC system protein A
AIILHNKI_02610	CDS	1491	uvrA_3		COG0178	UvrABC system protein A
AIILHNKI_02611	CDS	405				hypothetical protein
AIILHNKI_02612	CDS	1296				hypothetical protein
AIILHNKI_02613	CDS	810				hypothetical protein
AIILHNKI_02614	CDS	1533	dtpT		COG3104	Di-/tripeptide transporter
AIILHNKI_02615	CDS	1398	nhaC_2		COG1757	Na(+)/H(+) antiporter NhaC
AIILHNKI_02616	CDS	936				hypothetical protein
AIILHNKI_02617	CDS	507				hypothetical protein
AIILHNKI_02618	CDS	867				hypothetical protein
AIILHNKI_02619	CDS	1020				hypothetical protein
AIILHNKI_02620	CDS	453				hypothetical protein
AIILHNKI_02621	CDS	1623				hypothetical protein
AIILHNKI_02622	CDS	1506	dpp5_1	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
AIILHNKI_02623	CDS	567	dpp5_2	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
AIILHNKI_02624	CDS	1890	yidC		COG0706	Membrane protein insertase YidC
AIILHNKI_02625	CDS	1179				hypothetical protein
AIILHNKI_02626	CDS	273				hypothetical protein
AIILHNKI_02627	CDS	1782	aspS	6.1.1.12		Aspartate--tRNA ligase
AIILHNKI_02628	CDS	309				hypothetical protein
AIILHNKI_02629	CDS	282				hypothetical protein
AIILHNKI_02630	CDS	1731	dapH_2	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
AIILHNKI_02631	CDS	819	gtfA	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
AIILHNKI_02632	CDS	1098	arcA	3.5.3.6		Arginine deiminase
AIILHNKI_02633	CDS	225				hypothetical protein
AIILHNKI_02634	CDS	180	lexA_1	3.4.21.88		LexA repressor
AIILHNKI_02635	CDS	627	umuC_1		COG0389	Protein UmuC
AIILHNKI_02636	CDS	468	umuC_2		COG0389	Protein UmuC
AIILHNKI_02637	CDS	336				hypothetical protein
AIILHNKI_02638	CDS	102				hypothetical protein
AIILHNKI_02639	CDS	183				hypothetical protein
AIILHNKI_02640	CDS	327				hypothetical protein
AIILHNKI_02641	CDS	303				hypothetical protein
AIILHNKI_02642	CDS	408				hypothetical protein
AIILHNKI_02643	CDS	1398				hypothetical protein
AIILHNKI_02644	CDS	411				hypothetical protein
AIILHNKI_02645	CDS	288				hypothetical protein
AIILHNKI_02646	CDS	576				hypothetical protein
AIILHNKI_02647	CDS	333				hypothetical protein
AIILHNKI_02648	CDS	321				hypothetical protein
AIILHNKI_02649	CDS	288				hypothetical protein
AIILHNKI_02650	CDS	216				hypothetical protein
AIILHNKI_02651	CDS	414				hypothetical protein
AIILHNKI_02652	CDS	210				hypothetical protein
AIILHNKI_02653	CDS	222				hypothetical protein
AIILHNKI_02654	CDS	189				hypothetical protein
AIILHNKI_02655	CDS	318				hypothetical protein
AIILHNKI_02656	CDS	267				hypothetical protein
AIILHNKI_02657	CDS	387	susC_14			TonB-dependent receptor SusC
AIILHNKI_02658	CDS	438				hypothetical protein
AIILHNKI_02659	CDS	237				hypothetical protein
AIILHNKI_02660	CDS	228				hypothetical protein
AIILHNKI_02661	CDS	312				hypothetical protein
AIILHNKI_02662	CDS	186				hypothetical protein
AIILHNKI_02663	CDS	315				hypothetical protein
AIILHNKI_02664	CDS	300				hypothetical protein
AIILHNKI_02665	CDS	336				hypothetical protein
AIILHNKI_02666	CDS	414				hypothetical protein
AIILHNKI_02667	CDS	648				hypothetical protein
AIILHNKI_02668	CDS	1116				hypothetical protein
AIILHNKI_02669	CDS	2031				hypothetical protein
AIILHNKI_02670	CDS	3282				hypothetical protein
AIILHNKI_02671	CDS	2157				hypothetical protein
AIILHNKI_02672	CDS	390				hypothetical protein
AIILHNKI_02673	CDS	2511	rhaR_8			HTH-type transcriptional activator RhaR
AIILHNKI_02674	CDS	591				hypothetical protein
AIILHNKI_02675	CDS	477	sigW_2		COG1595	ECF RNA polymerase sigma factor SigW
AIILHNKI_02676	CDS	690				hypothetical protein
AIILHNKI_02677	CDS	1980	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
AIILHNKI_02678	CDS	759	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
AIILHNKI_02679	CDS	636	cmk_4	2.7.4.25		Cytidylate kinase
AIILHNKI_02680	CDS	471				hypothetical protein
AIILHNKI_02681	CDS	426				hypothetical protein
AIILHNKI_02682	CDS	564				hypothetical protein
AIILHNKI_02683	CDS	180				hypothetical protein
AIILHNKI_02684	CDS	1392				hypothetical protein
AIILHNKI_02685	CDS	480				hypothetical protein
AIILHNKI_02686	CDS	2337				hypothetical protein
AIILHNKI_02687	CDS	183				hypothetical protein
AIILHNKI_02688	CDS	369				hypothetical protein
AIILHNKI_02689	CDS	189				hypothetical protein
AIILHNKI_02690	CDS	153				hypothetical protein
AIILHNKI_02691	CDS	615				hypothetical protein
AIILHNKI_02692	CDS	1083		3.2.1.22		Retaining alpha-galactosidase
AIILHNKI_02693	CDS	867				hypothetical protein
AIILHNKI_02694	CDS	795	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
AIILHNKI_02695	CDS	1332	hflX			GTPase HflX
AIILHNKI_02696	CDS	1854				hypothetical protein
AIILHNKI_02697	CDS	858	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
AIILHNKI_02698	CDS	1011				hypothetical protein
AIILHNKI_02699	CDS	123				hypothetical protein
AIILHNKI_02700	CDS	876	fdtB	2.6.1.90		dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose transaminase
AIILHNKI_02701	CDS	213	pglE	2.6.1.34	COG0399	UDP-N-acetylbacillosamine transaminase
AIILHNKI_02702	CDS	303				hypothetical protein
AIILHNKI_02703	CDS	612				hypothetical protein
AIILHNKI_02704	CDS	1305				hypothetical protein
AIILHNKI_02705	CDS	321				hypothetical protein
AIILHNKI_02706	CDS	312				hypothetical protein
AIILHNKI_02707	CDS	231				hypothetical protein
AIILHNKI_02708	CDS	324				hypothetical protein
AIILHNKI_02709	CDS	513				hypothetical protein
AIILHNKI_02710	CDS	888	lexA_2	3.4.21.88		LexA repressor
AIILHNKI_02711	CDS	111				hypothetical protein
AIILHNKI_02712	CDS	1173				hypothetical protein
AIILHNKI_02713	CDS	306				hypothetical protein
AIILHNKI_02714	CDS	1605				hypothetical protein
AIILHNKI_02715	CDS	336				hypothetical protein
AIILHNKI_02716	CDS	384				hypothetical protein
AIILHNKI_02717	CDS	204				hypothetical protein
AIILHNKI_02718	CDS	549				hypothetical protein
AIILHNKI_02719	CDS	105				hypothetical protein
AIILHNKI_02720	CDS	471				hypothetical protein
AIILHNKI_02721	CDS	297				hypothetical protein
AIILHNKI_02722	CDS	2457		5.1.1.1		Alanine racemase
AIILHNKI_02723	CDS	303				hypothetical protein
AIILHNKI_02724	CDS	216				hypothetical protein
AIILHNKI_02725	CDS	351				hypothetical protein
AIILHNKI_02726	CDS	285				hypothetical protein
AIILHNKI_02727	CDS	762	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
AIILHNKI_02728	CDS	849	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
AIILHNKI_02729	CDS	840				hypothetical protein
AIILHNKI_02730	CDS	870	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
AIILHNKI_02731	CDS	579	xpt_2	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
AIILHNKI_02732	CDS	273				hypothetical protein
AIILHNKI_02733	CDS	1212				hypothetical protein
AIILHNKI_02734	CDS	432				hypothetical protein
AIILHNKI_02735	CDS	1395				hypothetical protein
